datetime,neighborhood_id,noise_db,green_space_pct,walkability_score,avg_rent_usd
2024-03-05 15:00,cedar_hills,53.7,39.7,72.7,1827.0
2024-03-05 16:00,cedar_hills,54.5,35.4,71.9,1874.0
2024-03-05 17:00,cedar_hills,51.1,39.3,70.9,1830.0
2024-03-05 18:00,cedar_hills,51.7,35.4,70.9,1820.0
2024-03-05 19:00,cedar_hills,53.9,38.1,70.6,1855.0
2024-03-05 20:00,cedar_hills,47.7,37.4,73.2,1869.0
2024-03-05 21:00,cedar_hills,46.4,36.6,71.4,1792.0
2024-03-05 22:00,cedar_hills,43.5,41.4,75.3,1844.0
2024-03-05 23:00,cedar_hills,49.7,38.8,78.2,1878.0
2024-03-06 00:00,cedar_hills,47.6,35.6,68.8,1855.0
2024-03-06 01:00,cedar_hills,45.7,34.4,70.7,1823.0
2024-03-06 02:00,cedar_hills,53.1,40.2,72.0,1887.0
2024-03-06 03:00,cedar_hills,48.2,35.8,75.0,1863.0
2024-03-06 04:00,cedar_hills,44.9,37.5,70.2,1815.0
2024-03-06 05:00,cedar_hills,50.8,42.8,69.2,1864.0
2024-03-06 06:00,cedar_hills,50.0,36.8,70.8,1828.0
2024-03-06 07:00,cedar_hills,54.2,35.9,72.5,1849.0
2024-03-06 08:00,cedar_hills,55.3,35.7,70.8,1869.0
2024-03-06 09:00,cedar_hills,59.2,35.6,72.2,1869.0
2024-03-06 10:00,cedar_hills,53.9,39.4,70.7,1864.0
2024-03-06 11:00,cedar_hills,57.4,33.5,68.7,1851.0
2024-03-06 12:00,cedar_hills,60.8,35.7,73.3,1808.0
2024-03-06 13:00,cedar_hills,59.5,35.0,70.7,1851.0
2024-03-06 14:00,cedar_hills,56.3,37.0,74.0,1836.0
2024-03-06 15:00,cedar_hills,60.2,35.2,73.1,1886.0
2024-03-06 16:00,cedar_hills,48.6,36.0,73.2,1845.0
2024-03-06 17:00,cedar_hills,55.2,36.5,72.2,1846.0
2024-03-06 18:00,cedar_hills,55.5,38.6,72.7,1840.0
2024-03-06 19:00,cedar_hills,46.5,36.9,72.8,1839.0
2024-03-06 20:00,cedar_hills,48.9,43.2,73.7,1842.0
2024-03-06 21:00,cedar_hills,51.6,37.0,67.9,1825.0
2024-03-06 22:00,cedar_hills,42.4,37.1,72.0,1892.0
2024-03-06 23:00,cedar_hills,49.0,37.5,73.7,1795.0
2024-03-07 00:00,cedar_hills,48.7,39.9,69.0,1879.0
2024-03-07 01:00,cedar_hills,49.0,37.0,73.3,1907.0
2024-03-07 02:00,cedar_hills,48.5,38.6,71.1,1829.0
2024-03-07 03:00,cedar_hills,50.5,35.9,72.1,1838.0
2024-03-07 04:00,cedar_hills,49.4,38.8,74.1,1837.0
2024-03-07 05:00,cedar_hills,47.2,35.6,71.1,1859.0
2024-03-07 06:00,cedar_hills,54.3,35.7,73.7,1884.0
2024-03-07 07:00,cedar_hills,55.3,42.7,70.5,1819.0
2024-03-07 08:00,cedar_hills,50.7,41.7,73.3,1849.0
2024-03-07 09:00,cedar_hills,58.5,35.2,76.9,1853.0
2024-03-07 10:00,cedar_hills,59.3,39.8,73.0,1856.0
2024-03-07 11:00,cedar_hills,57.4,39.2,75.8,1884.0
2024-03-07 12:00,cedar_hills,64.8,36.7,70.0,1847.0
2024-03-07 13:00,cedar_hills,59.9,40.7,68.6,1888.0
2024-03-07 14:00,cedar_hills,58.5,36.9,70.0,1809.0
2024-03-07 15:00,cedar_hills,60.1,38.2,69.4,1818.0
2024-03-07 16:00,cedar_hills,55.0,42.2,71.5,1812.0
2024-03-07 17:00,cedar_hills,53.3,37.3,66.6,1849.0
2024-03-07 18:00,cedar_hills,51.3,39.7,75.7,1878.0
2024-03-07 19:00,cedar_hills,47.2,35.2,77.1,1851.0
2024-03-07 20:00,cedar_hills,48.0,37.9,72.4,1846.0
2024-03-07 21:00,cedar_hills,46.3,36.6,71.9,1836.0
2024-03-07 22:00,cedar_hills,45.9,38.3,71.5,1888.0
2024-03-07 23:00,cedar_hills,40.0,40.7,74.5,1798.0
2024-03-08 00:00,cedar_hills,47.0,37.1,69.2,1831.0
2024-03-08 01:00,cedar_hills,44.7,42.4,73.9,1882.0
2024-03-08 02:00,cedar_hills,50.2,35.2,71.0,1862.0
2024-03-08 03:00,cedar_hills,44.3,39.8,71.5,1841.0
2024-03-08 04:00,cedar_hills,50.1,39.1,71.3,1879.0
2024-03-08 05:00,cedar_hills,44.8,39.5,73.2,1842.0
2024-03-08 06:00,cedar_hills,53.0,34.9,73.8,1845.0
2024-03-08 07:00,cedar_hills,52.5,40.6,70.6,1815.0
2024-03-08 08:00,cedar_hills,51.3,39.5,69.4,1894.0
2024-03-08 09:00,cedar_hills,51.4,42.2,72.4,1848.0
2024-03-08 10:00,cedar_hills,57.3,39.0,71.9,1878.0
2024-03-08 11:00,cedar_hills,60.1,38.4,71.3,1849.0
2024-03-08 12:00,cedar_hills,60.9,33.7,69.3,1869.0
2024-03-08 13:00,cedar_hills,60.2,37.5,72.0,1859.0
2024-03-08 14:00,cedar_hills,57.3,36.1,72.4,1826.0
2024-03-08 15:00,cedar_hills,58.9,33.7,74.1,1862.0
2024-03-08 16:00,cedar_hills,56.8,40.5,75.3,1875.0
2024-03-08 17:00,cedar_hills,48.5,34.8,70.8,1851.0
2024-03-08 18:00,cedar_hills,53.6,36.2,72.4,1831.0
2024-03-08 19:00,cedar_hills,46.2,34.5,70.2,1816.0
2024-03-08 20:00,cedar_hills,45.1,40.6,70.1,1916.0
2024-03-08 21:00,cedar_hills,49.5,38.5,70.3,1868.0
2024-03-08 22:00,cedar_hills,46.3,38.3,77.1,1848.0
2024-03-08 23:00,cedar_hills,51.4,36.2,71.9,1894.0
2024-03-09 00:00,cedar_hills,46.1,42.5,76.4,1836.0
2024-03-09 01:00,cedar_hills,49.9,40.4,76.2,1811.0
2024-03-09 02:00,cedar_hills,45.8,37.4,74.9,1866.0
2024-03-09 03:00,cedar_hills,48.5,34.7,75.8,1865.0
2024-03-09 04:00,cedar_hills,49.7,40.7,76.7,1861.0
2024-03-09 05:00,cedar_hills,47.8,33.8,75.9,1855.0
2024-03-09 06:00,cedar_hills,52.8,34.8,72.8,1876.0
2024-03-09 07:00,cedar_hills,54.0,39.7,75.1,1851.0
2024-03-09 08:00,cedar_hills,58.8,36.7,75.2,1838.0
2024-03-09 09:00,cedar_hills,56.4,37.2,75.4,1838.0
2024-03-09 10:00,cedar_hills,62.7,35.8,74.6,1839.0
2024-03-09 11:00,cedar_hills,64.1,38.5,77.1,1813.0
2024-03-09 12:00,cedar_hills,60.8,40.2,75.2,1877.0
2024-03-09 13:00,cedar_hills,58.2,41.5,79.6,1841.0
2024-03-09 14:00,cedar_hills,57.6,41.6,78.2,1837.0
2024-03-09 15:00,cedar_hills,56.4,37.3,72.3,1827.0
2024-03-09 16:00,cedar_hills,53.0,36.1,74.9,1856.0
2024-03-09 17:00,cedar_hills,58.7,35.5,77.0,1845.0
2024-03-09 18:00,cedar_hills,51.9,39.7,72.8,1860.0
2024-03-09 19:00,cedar_hills,48.5,39.2,75.6,1911.0
2024-03-09 20:00,cedar_hills,46.1,36.7,73.8,1836.0
2024-03-09 21:00,cedar_hills,46.1,41.0,77.8,1836.0
2024-03-09 22:00,cedar_hills,45.5,39.2,73.9,1866.0
2024-03-09 23:00,cedar_hills,48.6,34.2,78.1,1895.0
2024-03-10 00:00,cedar_hills,46.2,37.0,75.6,1858.0
2024-03-10 01:00,cedar_hills,50.0,43.0,74.6,1830.0
2024-03-10 02:00,cedar_hills,43.9,36.2,74.9,1895.0
2024-03-10 03:00,cedar_hills,46.4,38.6,75.0,1880.0
2024-03-10 04:00,cedar_hills,55.6,36.7,74.0,1876.0
2024-03-10 05:00,cedar_hills,50.0,42.6,76.2,1841.0
2024-03-10 06:00,cedar_hills,53.8,40.8,76.6,1863.0
2024-03-10 07:00,cedar_hills,57.3,40.9,77.8,1866.0
2024-03-10 08:00,cedar_hills,55.5,38.4,77.4,1830.0
2024-03-10 09:00,cedar_hills,58.8,37.0,75.1,1882.0
2024-03-10 10:00,cedar_hills,59.5,38.1,72.3,1869.0
2024-03-10 11:00,cedar_hills,61.7,43.4,74.4,1855.0
2024-03-10 12:00,cedar_hills,60.7,41.9,74.8,1857.0
2024-03-10 13:00,cedar_hills,61.6,38.5,74.1,1855.0
2024-03-10 14:00,cedar_hills,62.1,35.4,75.3,1832.0
2024-03-10 15:00,cedar_hills,61.2,34.2,73.9,1859.0
2024-03-10 16:00,cedar_hills,60.7,37.8,73.9,1897.0
2024-03-10 17:00,cedar_hills,49.7,32.5,75.9,1837.0
2024-03-10 18:00,cedar_hills,48.9,39.8,75.5,1836.0
2024-03-10 19:00,cedar_hills,44.2,40.2,76.3,1848.0
2024-03-10 20:00,cedar_hills,53.5,35.3,71.9,1833.0
2024-03-10 21:00,cedar_hills,47.9,38.6,74.5,1859.0
2024-03-10 22:00,cedar_hills,44.2,41.6,74.8,1878.0
2024-03-10 23:00,cedar_hills,49.0,39.1,76.1,1861.0
2024-03-11 00:00,cedar_hills,49.9,41.3,72.4,1868.0
2024-03-11 01:00,cedar_hills,47.7,41.6,70.6,1895.0
2024-03-11 02:00,cedar_hills,47.9,34.4,72.3,1833.0
2024-03-11 03:00,cedar_hills,50.5,36.4,71.1,1803.0
2024-03-11 04:00,cedar_hills,46.6,31.9,68.8,1869.0
2024-03-11 05:00,cedar_hills,50.4,39.1,70.1,1849.0
2024-03-11 06:00,cedar_hills,52.0,35.1,75.0,1872.0
2024-03-11 07:00,cedar_hills,53.4,38.1,72.4,1799.0
2024-03-11 08:00,cedar_hills,55.3,36.3,70.0,1843.0
2024-03-11 09:00,cedar_hills,63.0,39.6,70.9,1864.0
2024-03-11 10:00,cedar_hills,63.1,40.3,72.1,1834.0
2024-03-11 11:00,cedar_hills,61.8,39.0,73.8,1866.0
2024-03-11 12:00,cedar_hills,63.1,36.7,74.6,1855.0
2024-03-11 13:00,cedar_hills,66.0,36.3,75.5,1855.0
2024-03-11 14:00,cedar_hills,57.0,36.8,71.4,1861.0
2024-03-11 15:00,cedar_hills,59.2,36.6,72.0,1904.0
2024-03-11 16:00,cedar_hills,61.2,39.1,72.1,1853.0
2024-03-11 17:00,cedar_hills,55.9,35.4,71.5,1808.0
2024-03-11 18:00,cedar_hills,53.2,39.6,71.0,1889.0
2024-03-11 19:00,cedar_hills,44.3,34.3,72.4,1876.0
2024-03-11 20:00,cedar_hills,53.1,36.9,74.2,1849.0
2024-03-11 21:00,cedar_hills,47.5,40.2,73.3,1811.0
2024-03-11 22:00,cedar_hills,52.4,41.5,70.7,1860.0
2024-03-11 23:00,cedar_hills,49.5,38.7,70.9,1833.0
2024-03-12 00:00,cedar_hills,47.9,40.9,73.1,1841.0
2024-03-12 01:00,cedar_hills,50.3,30.9,74.3,1807.0
2024-03-12 02:00,cedar_hills,46.9,35.2,69.4,1879.0
2024-03-12 03:00,cedar_hills,46.6,38.9,71.9,1862.0
2024-03-12 04:00,cedar_hills,48.2,34.8,74.0,1838.0
2024-03-12 05:00,cedar_hills,43.3,36.9,75.0,1871.0
2024-03-12 06:00,cedar_hills,51.0,37.1,71.4,1902.0
2024-03-12 07:00,cedar_hills,55.2,39.1,74.1,1856.0
2024-03-12 08:00,cedar_hills,55.2,37.5,71.9,1849.0
2024-03-12 09:00,cedar_hills,59.8,38.1,73.5,1848.0
2024-03-12 10:00,cedar_hills,59.2,33.0,73.8,1859.0
2024-03-12 11:00,cedar_hills,62.7,30.8,76.2,1847.0
2024-03-12 12:00,cedar_hills,63.3,35.4,73.2,1824.0
2024-03-12 13:00,cedar_hills,57.9,42.8,71.6,1855.0
2024-03-12 14:00,cedar_hills,61.5,39.2,72.3,1859.0
2024-03-12 15:00,cedar_hills,64.9,37.9,72.4,1876.0
2024-03-12 16:00,cedar_hills,59.3,41.0,73.3,1821.0
2024-03-12 17:00,cedar_hills,59.0,35.1,72.6,1831.0
2024-03-12 18:00,cedar_hills,51.8,38.8,72.6,1861.0
2024-03-12 19:00,cedar_hills,52.8,39.1,71.5,1874.0
2024-03-12 20:00,cedar_hills,51.6,34.9,73.2,1868.0
2024-03-12 21:00,cedar_hills,47.1,41.4,71.7,1853.0
2024-03-12 22:00,cedar_hills,47.5,38.0,69.8,1814.0
2024-03-12 23:00,cedar_hills,52.8,35.9,70.0,1796.0
2024-03-13 00:00,cedar_hills,46.1,34.7,75.3,1875.0
2024-03-13 01:00,cedar_hills,45.9,43.6,74.0,1842.0
2024-03-13 02:00,cedar_hills,40.5,43.7,69.2,1809.0
2024-03-13 03:00,cedar_hills,51.1,44.1,74.8,1864.0
2024-03-13 04:00,cedar_hills,49.8,40.1,73.5,1857.0
2024-03-13 05:00,cedar_hills,48.3,37.8,70.5,1843.0
2024-03-13 06:00,cedar_hills,46.9,37.8,70.0,1822.0
2024-03-13 07:00,cedar_hills,54.6,41.5,73.8,1811.0
2024-03-13 08:00,cedar_hills,53.0,40.4,70.0,1844.0
2024-03-13 09:00,cedar_hills,59.3,35.6,72.2,1817.0
2024-03-13 10:00,cedar_hills,57.1,38.8,68.8,1861.0
2024-03-13 11:00,cedar_hills,59.7,39.4,72.4,1884.0
2024-03-13 12:00,cedar_hills,60.4,36.9,72.2,1864.0
2024-03-13 13:00,cedar_hills,59.9,38.1,70.6,1833.0
2024-03-13 14:00,cedar_hills,54.7,42.4,69.5,1833.0
2024-03-13 15:00,cedar_hills,55.5,40.2,71.4,1881.0
2024-03-13 16:00,cedar_hills,54.0,38.7,70.3,1904.0
2024-03-13 17:00,cedar_hills,50.5,38.8,73.3,1860.0
2024-03-13 18:00,cedar_hills,51.4,37.7,72.1,1846.0
2024-03-13 19:00,cedar_hills,50.9,43.5,70.9,1816.0
2024-03-13 20:00,cedar_hills,47.7,44.4,70.4,1891.0
2024-03-13 21:00,cedar_hills,53.0,36.6,73.1,1891.0
2024-03-13 22:00,cedar_hills,46.9,37.5,70.8,1825.0
2024-03-13 23:00,cedar_hills,46.1,34.9,72.1,1831.0
2024-03-14 00:00,cedar_hills,48.7,34.1,72.7,1871.0
2024-03-14 01:00,cedar_hills,42.0,38.9,74.5,1820.0
2024-03-14 02:00,cedar_hills,53.0,39.0,70.6,1849.0
2024-03-14 03:00,cedar_hills,49.7,38.2,73.1,1827.0
2024-03-14 04:00,cedar_hills,48.5,34.5,71.8,1827.0
2024-03-14 05:00,cedar_hills,45.8,41.1,74.2,1865.0
2024-03-14 06:00,cedar_hills,48.7,37.2,74.4,1854.0
2024-03-14 07:00,cedar_hills,61.0,39.0,72.4,1842.0
2024-03-14 08:00,cedar_hills,56.4,37.6,73.4,1874.0
2024-03-14 09:00,cedar_hills,55.3,34.7,68.3,1863.0
2024-03-14 10:00,cedar_hills,55.6,32.6,72.8,1912.0
2024-03-14 11:00,cedar_hills,59.7,40.1,72.2,1848.0
2024-03-14 12:00,cedar_hills,62.8,37.3,72.5,1858.0
2024-03-14 13:00,cedar_hills,57.7,40.5,71.7,1831.0
2024-03-14 14:00,cedar_hills,60.5,35.8,72.1,1850.0
2024-03-14 15:00,cedar_hills,60.9,39.2,71.9,1870.0
2024-03-14 16:00,cedar_hills,60.2,39.4,72.0,1817.0
2024-03-14 17:00,cedar_hills,50.9,37.2,70.8,1845.0
2024-03-14 18:00,cedar_hills,52.2,39.3,71.9,1862.0
2024-03-14 19:00,cedar_hills,48.2,33.1,70.1,1846.0
2024-03-14 20:00,cedar_hills,44.4,39.5,75.1,1880.0
2024-03-14 21:00,cedar_hills,47.4,41.7,72.3,1842.0
2024-03-14 22:00,cedar_hills,46.2,37.2,71.2,1854.0
2024-03-14 23:00,cedar_hills,48.5,38.0,72.9,1880.0
2024-03-15 00:00,cedar_hills,50.8,34.3,66.9,1873.0
2024-03-15 01:00,cedar_hills,43.9,37.4,69.7,1805.0
2024-03-15 02:00,cedar_hills,49.6,39.9,70.8,1785.0
2024-03-15 03:00,cedar_hills,46.4,39.0,69.0,1855.0
2024-03-15 04:00,cedar_hills,48.0,39.4,72.2,1826.0
2024-03-15 05:00,cedar_hills,51.6,37.6,71.9,1827.0
2024-03-15 06:00,cedar_hills,50.7,35.8,71.7,1893.0
2024-03-15 07:00,cedar_hills,50.0,34.0,74.9,1845.0
2024-03-15 08:00,cedar_hills,54.0,40.6,70.8,1896.0
2024-03-15 09:00,cedar_hills,59.7,36.8,76.3,1835.0
2024-03-15 10:00,cedar_hills,61.2,38.7,74.6,1889.0
2024-03-15 11:00,cedar_hills,59.8,36.1,72.9,1833.0
2024-03-15 12:00,cedar_hills,66.0,38.3,71.3,1855.0
2024-03-15 13:00,cedar_hills,55.7,35.6,74.4,1834.0
2024-03-15 14:00,cedar_hills,55.8,39.3,74.4,1868.0
2024-03-15 15:00,cedar_hills,60.6,36.1,69.2,1888.0
2024-03-15 16:00,cedar_hills,55.0,37.4,74.7,1864.0
2024-03-15 17:00,cedar_hills,55.4,43.4,70.7,1873.0
2024-03-15 18:00,cedar_hills,52.2,38.7,75.1,1863.0
2024-03-15 19:00,cedar_hills,49.6,40.7,71.3,1829.0
2024-03-15 20:00,cedar_hills,44.9,33.1,76.1,1822.0
2024-03-15 21:00,cedar_hills,47.3,37.3,72.6,1870.0
2024-03-15 22:00,cedar_hills,50.6,36.5,71.7,1857.0
2024-03-15 23:00,cedar_hills,47.3,42.0,73.0,1868.0
2024-03-16 00:00,cedar_hills,50.0,40.9,75.4,1818.0
2024-03-16 01:00,cedar_hills,49.2,36.4,73.9,1865.0
2024-03-16 02:00,cedar_hills,51.7,38.1,75.6,1893.0
2024-03-16 03:00,cedar_hills,48.7,44.5,76.1,1806.0
2024-03-16 04:00,cedar_hills,50.3,39.0,77.6,1867.0
2024-03-16 05:00,cedar_hills,47.6,34.9,74.6,1829.0
2024-03-16 06:00,cedar_hills,50.3,39.5,78.3,1860.0
2024-03-16 07:00,cedar_hills,50.5,39.1,77.4,1835.0
2024-03-16 08:00,cedar_hills,55.6,38.0,73.4,1866.0
2024-03-16 09:00,cedar_hills,57.3,39.0,73.2,1839.0
2024-03-16 10:00,cedar_hills,61.1,37.1,78.5,1840.0
2024-03-16 11:00,cedar_hills,60.4,40.3,72.2,1806.0
2024-03-16 12:00,cedar_hills,55.4,41.2,73.9,1914.0
2024-03-16 13:00,cedar_hills,58.0,38.5,78.1,1900.0
2024-03-16 14:00,cedar_hills,65.1,41.0,77.0,1865.0
2024-03-16 15:00,cedar_hills,60.0,36.6,73.4,1850.0
2024-03-16 16:00,cedar_hills,55.5,36.9,76.4,1874.0
2024-03-16 17:00,cedar_hills,54.3,41.7,72.7,1845.0
2024-03-16 18:00,cedar_hills,49.8,33.3,74.8,1847.0
2024-03-16 19:00,cedar_hills,52.5,39.6,73.0,1896.0
2024-03-16 20:00,cedar_hills,51.7,39.5,74.5,1826.0
2024-03-16 21:00,cedar_hills,46.9,40.7,78.8,1889.0
2024-03-16 22:00,cedar_hills,46.5,35.2,75.3,1806.0
2024-03-16 23:00,cedar_hills,49.0,37.6,74.1,1810.0
2024-03-17 00:00,cedar_hills,49.5,36.7,72.7,1778.0
2024-03-17 01:00,cedar_hills,47.9,42.4,78.3,1839.0
2024-03-17 02:00,cedar_hills,46.2,39.2,73.0,1858.0
2024-03-17 03:00,cedar_hills,50.3,41.1,74.8,1845.0
2024-03-17 04:00,cedar_hills,45.4,35.9,74.5,1859.0
2024-03-17 05:00,cedar_hills,50.7,36.0,78.0,1843.0
2024-03-17 06:00,cedar_hills,51.9,36.1,70.2,1872.0
2024-03-17 07:00,cedar_hills,56.3,37.3,75.1,1863.0
2024-03-17 08:00,cedar_hills,51.3,36.7,76.6,1819.0
2024-03-17 09:00,cedar_hills,58.5,34.6,75.9,1849.0
2024-03-17 10:00,cedar_hills,54.1,40.9,73.5,1830.0
2024-03-17 11:00,cedar_hills,60.3,40.9,73.0,1852.0
2024-03-17 12:00,cedar_hills,61.3,39.7,75.4,1841.0
