student_id,age,gender,major,year_in_school,gpa,study_hours_per_day,attendance_rate,sleep_hours_per_night,exercise_days_per_week,screen_time_hours,social_media_hours,caffeine_mg_per_day,stress_level,anxiety_score,depression_score,life_satisfaction,num_clubs,on_campus,has_part_time_job,monthly_spending
STU0321,20,Female,Computer Science,1,3.49,6.6,68.5,7.2,7.0,7.4,3.7,153.0,2.7,2.0,2.0,8.7,5.0,False,Yes,780.5
STU0250,18,Male,Business,1,2.43,5.6,78.5,7.2,3.0,11.4,2.9,287.0,5.5,9.0,4.0,4.6,6.0,False,No,814.6
STU0238,21,Female,Economics,3,3.43,7.8,71.2,7.2,0.0,3.0,0.7,156.0,2.1,0.0,4.0,10.0,4.0,False,No,465.5
STU0469,19,Female,Mechanical Engineering,1,3.57,9.1,97.7,6.8,1.0,6.5,1.3,183.0,5.3,8.0,7.0,5.0,1.0,False,No,787.8
STU0056,18,Male,Political Science,1,3.47,8.5,59.9,5.5,1.0,8.1,2.1,159.0,6.2,9.0,4.0,5.6,5.0,True,Yes,1318.5
STU0358,25,Male,Biology,4,2.91,8.5,93.7,4.5,7.0,6.9,2.7,70.0,5.2,9.0,5.0,4.3,2.0,False,No,1029.7
STU0212,23,Female,Nursing,1,3.2,9.3,90.8,8.7,5.0,7.7,1.7,192.0,4.9,3.0,5.0,5.5,1.0,True,Yes,893.2
STU0495,20,Female,Computer Science,4,2.87,5.8,76.7,5.4,4.0,7.3,2.0,282.0,9.4,10.0,7.0,1.1,4.0,False,Yes,965.8
STU0011,22,Male,Psychology,2,3.71,7.2,80.6,6.5,2.0,6.2,3.7,189.0,4.0,7.0,8.0,8.6,0.0,True,Yes,602.2
STU0405,21,Male,Psychology,2,2.91,5.3,94.0,6.2,6.0,7.7,3.7,164.0,5.5,5.0,0.0,6.9,2.0,False,No,746.4
STU0149,24,Male,Political Science,3,3.66,9.0,73.2,8.4,7.0,10.5,3.6,236.0,5.6,9.0,12.0,3.4,1.0,True,Yes,834.6
STU0451,25,Prefer not to say,Psychology,3,3.22,8.8,86.7,5.3,1.0,8.8,2.1,332.0,9.3,11.0,8.0,1.3,2.0,True,Yes,1493.5
STU0003,23,Male,Biology,3,3.21,5.9,91.4,7.4,5.0,6.2,1.3,184.0,4.3,2.0,4.0,5.0,3.0,True,No,862.5
STU0417,25,Non-binary,Psychology,2,3.12,7.1,100.0,6.0,5.0,7.0,3.4,301.0,6.5,7.0,5.0,1.2,0.0,False,No,1176.7
STU0504,24,Male,Art & Design,3,2.83,7.2,95.6,6.4,7.0,6.2,0.8,234.0,3.0,5.0,1.0,6.5,5.0,True,No,814.6
STU0186,21,Female,Biology,1,3.18,9.8,97.0,5.9,3.0,8.4,0.6,85.0,5.4,6.0,2.0,3.6,3.0,True,Yes,1150.5
STU0413,20,Prefer not to say,Mechanical Engineering,4,2.87,2.2,81.2,7.9,2.0,7.2,2.9,220.0,5.8,8.0,0.0,3.2,6.0,False,Yes,825.1
STU0196,18,Male,Political Science,3,2.98,7.9,100.0,8.7,7.0,7.5,2.0,189.0,1.4,6.0,4.0,7.4,3.0,True,Yes,620.0
STU0515,25,Male,Business,4,2.31,3.4,78.9,5.8,0.0,11.2,2.2,270.0,8.2,7.0,5.0,1.0,5.0,True,Yes,850.2
STU0484,24,Male,Communications,1,3.64,8.6,76.7,8.7,1.0,6.9,3.2,264.0,3.4,0.0,0.0,6.5,5.0,False,Yes,585.7
STU0502,23,Male,Business,3,3.12,6.6,80.1,7.5,0.0,11.5,4.0,51.0,3.0,4.0,0.0,7.8,4.0,True,No,510.2
STU0353,20,Prefer not to say,Computer Science,1,2.84,5.6,74.6,7.3,4.0,9.7,1.7,82.0,6.3,8.0,5.0,5.7,1.0,False,No,1067.3
STU0159,22,Male,Mechanical Engineering,4,3.75,6.8,75.0,7.1,2.0,9.8,5.4,302.0,5.9,8.0,1.0,3.0,3.0,False,Yes,991.9
STU0230,19,Female,Biology,1,3.12,8.5,84.4,6.8,7.0,7.0,2.2,269.0,4.5,5.0,5.0,6.4,6.0,False,Yes,1051.9
STU0426,19,Male,Computer Science,1,2.83,6.7,95.4,6.3,3.0,8.2,2.9,173.0,5.0,10.0,15.0,1.9,4.0,True,No,1162.6
STU0087,18,Non-binary,Mechanical Engineering,3,3.12,7.1,65.1,6.7,3.0,8.1,3.7,101.0,5.0,7.0,3.0,4.2,2.0,True,Yes,1083.3
STU0078,19,Female,Mechanical Engineering,4,2.95,6.4,80.9,7.0,2.0,6.8,2.0,155.0,3.4,6.0,1.0,4.9,6.0,False,No,955.1
STU0132,22,Male,Mechanical Engineering,3,3.12,10.1,100.0,8.4,1.0,5.8,4.9,214.0,2.4,2.0,0.0,8.0,4.0,False,Yes,1170.4
STU0090,24,Male,Psychology,1,3.24,8.2,77.1,10.2,7.0,8.1,3.0,163.0,1.0,0.0,5.0,9.6,5.0,True,No,200.0
STU0138,18,Male,Computer Science,2,3.38,5.8,78.5,6.8,4.0,8.5,4.0,111.0,5.5,5.0,0.0,6.2,5.0,True,No,967.3
STU0031,21,Female,Computer Science,3,2.14,5.9,69.5,5.3,4.0,7.2,0.9,120.0,6.6,10.0,2.0,4.5,5.0,True,No,820.1
STU0080,23,Non-binary,Biology,2,3.34,6.8,74.1,5.5,0.0,11.7,4.7,152.0,6.9,7.0,4.0,3.7,3.0,True,Yes,508.2
STU0076,21,Female,Biology,1,2.78,4.7,72.2,4.2,1.0,8.3,3.5,215.0,8.1,7.0,4.0,2.2,6.0,True,No,889.7
STU0342,20,Female,Computer Science,1,3.13,6.4,100.0,5.5,4.0,7.0,1.0,0.0,7.9,8.0,12.0,4.1,2.0,True,No,1169.7
STU0010,18,Male,Political Science,4,3.44,8.1,82.1,6.8,3.0,6.0,1.5,0.0,6.9,8.0,6.0,3.7,4.0,False,Yes,1192.6
STU0395,23,Female,Biology,3,2.79,3.5,75.4,7.1,0.0,6.1,1.7,174.0,6.9,7.0,6.0,2.9,0.0,True,No,793.3
STU0209,20,Male,Business,1,2.97,7.4,72.9,7.3,3.0,5.6,3.2,141.0,6.1,5.0,4.0,3.8,2.0,False,Yes,1053.9
STU0074,19,Female,Mechanical Engineering,4,2.91,5.2,77.2,7.4,4.0,12.2,4.5,215.0,8.0,6.0,12.0,2.8,5.0,False,No,964.5
STU0210,24,Female,Economics,3,2.71,8.0,80.0,6.8,7.0,13.5,5.1,168.0,8.7,11.0,4.0,4.1,6.0,False,Yes,1029.1
STU0445,22,Male,Psychology,3,2.36,7.6,78.0,4.5,3.0,11.1,5.1,222.0,8.1,6.0,5.0,2.9,1.0,True,No,892.2
STU0433,24,Male,Political Science,3,3.32,7.0,65.8,7.3,4.0,3.8,0.4,315.0,2.7,6.0,0.0,7.4,1.0,True,No,951.1
STU0437,22,Female,Business,4,3.59,5.8,81.5,5.2,3.0,2.1,0.0,129.0,4.0,5.0,8.0,6.8,5.0,True,No,814.6
STU0079,22,Male,Business,3,3.44,9.9,74.0,6.4,1.0,6.0,1.3,213.0,3.7,4.0,0.0,6.2,2.0,False,No,978.8
STU0071,24,Female,Psychology,1,2.08,7.3,85.6,5.3,4.0,9.9,4.3,263.0,7.8,7.0,10.0,3.4,4.0,True,No,738.3
STU0205,21,Female,Psychology,4,3.34,9.2,57.5,5.8,2.0,7.4,1.0,180.0,3.6,8.0,0.0,5.9,4.0,False,No,1343.6
STU0073,21,Female,Economics,2,2.54,5.3,83.7,8.8,0.0,4.7,0.0,302.0,3.8,6.0,0.0,6.4,5.0,False,Yes,1213.8
STU0288,22,Male,Nursing,3,3.24,7.0,91.4,5.7,1.0,6.6,2.2,173.0,8.0,5.0,4.0,2.7,4.0,True,No,896.4
STU0354,21,Prefer not to say,Nursing,1,3.31,7.7,71.0,10.0,7.0,6.3,4.1,113.0,5.2,8.0,4.0,3.1,4.0,False,No,814.6
STU0245,23,Female,Art & Design,2,3.34,8.3,78.2,5.2,6.0,5.4,0.9,206.0,6.1,7.0,5.0,6.7,1.0,False,Yes,639.4
STU0173,24,Female,Psychology,1,2.65,8.0,100.0,7.3,6.0,9.1,3.2,121.0,5.1,5.0,7.0,3.7,5.0,True,No,914.2
STU0102,19,Male,Political Science,1,3.46,6.9,100.0,6.0,0.0,8.1,2.5,308.0,6.5,10.0,4.0,8.2,3.0,True,Yes,1088.2
STU0126,22,Prefer not to say,Art & Design,2,3.12,3.6,100.0,6.9,3.0,8.7,2.4,14.0,5.9,10.0,5.0,3.5,1.0,True,No,955.7
STU0514,24,Female,Business,1,3.59,8.2,73.9,7.8,0.0,9.2,4.3,206.0,4.3,8.0,5.0,7.4,4.0,False,No,693.1
STU0493,24,Male,Business,1,2.99,6.6,90.4,7.1,7.0,7.4,2.3,242.0,4.9,6.0,6.0,6.9,6.0,True,Yes,706.2
STU0141,25,Male,Computer Science,1,1.58,2.7,69.8,7.5,5.0,7.0,2.6,223.0,8.4,6.0,11.0,3.6,2.0,True,Yes,1133.2
STU0235,21,Female,Business,1,3.41,6.6,99.1,7.8,3.0,6.4,1.4,317.0,6.6,6.0,6.0,4.6,2.0,False,No,1204.1
STU0077,20,Male,Nursing,3,3.22,6.7,87.1,4.4,0.0,8.3,3.3,184.0,5.5,6.0,0.0,6.0,2.0,True,No,643.1
STU0427,24,Male,Political Science,2,3.01,8.7,71.8,7.7,1.0,5.7,1.7,216.0,5.4,6.0,3.0,3.9,3.0,True,Yes,1177.4
STU0168,19,Female,Economics,1,2.49,5.5,79.7,7.6,7.0,7.0,3.3,300.0,3.2,6.0,5.0,9.2,2.0,False,No,775.7
STU0303,18,Female,Mechanical Engineering,3,3.13,7.4,80.2,8.4,1.0,9.0,4.9,338.0,5.2,4.0,3.0,3.6,5.0,True,No,712.7
STU0069,18,Female,Computer Science,1,2.35,6.3,95.7,6.8,2.0,3.3,2.2,260.0,2.5,0.0,0.0,9.6,1.0,False,Yes,783.9
STU0091,21,Female,Nursing,4,3.18,6.1,82.5,7.3,4.0,5.9,0.0,256.0,9.4,11.0,5.0,1.0,5.0,False,No,832.5
STU0064,25,Female,Business,1,3.84,10.0,72.0,4.6,1.0,6.0,1.4,141.0,6.0,5.0,5.0,5.6,1.0,False,Yes,895.9
STU0341,23,Female,Art & Design,3,2.97,8.5,72.7,6.8,6.0,6.0,1.9,157.0,1.0,6.0,5.0,6.1,3.0,True,No,679.6
STU0454,18,Non-binary,Art & Design,4,4.0,8.2,78.2,8.9,7.0,7.0,2.2,214.0,3.2,1.0,4.0,5.0,4.0,True,Yes,697.1
STU0312,23,Female,Art & Design,3,3.05,5.3,81.5,8.5,5.0,9.0,2.6,165.0,6.7,10.0,10.0,3.7,6.0,True,No,926.2
STU0443,19,Male,Mechanical Engineering,1,3.05,6.4,100.0,7.4,7.0,6.1,4.1,264.0,5.5,5.0,9.0,7.1,3.0,True,No,1013.4
STU0034,22,Male,Political Science,4,3.12,7.2,91.4,7.2,5.0,6.7,1.7,450.0,4.6,7.0,9.0,5.8,2.0,False,No,1169.4
STU0083,19,Female,Economics,2,3.62,6.8,82.9,7.9,1.0,8.7,4.1,131.0,6.3,8.0,7.0,4.7,1.0,True,Yes,986.2
STU0480,18,Male,Communications,2,3.62,7.2,75.0,8.2,6.0,6.6,2.9,353.0,5.8,6.0,4.0,3.8,2.0,False,No,805.1
STU0001,18,Male,Psychology,1,3.25,8.5,75.6,6.8,2.0,8.6,1.3,326.0,4.7,6.0,5.0,5.8,6.0,True,No,948.9
STU0012,25,Male,Biology,4,3.65,10.8,100.0,7.1,7.0,9.0,2.5,47.0,8.1,7.0,11.0,1.5,1.0,False,No,708.9
STU0453,21,Female,Psychology,4,3.39,6.7,81.5,6.9,3.0,8.1,2.9,237.0,2.5,6.0,5.0,4.2,5.0,False,Yes,783.8
STU0023,19,Male,Mechanical Engineering,1,3.03,7.4,84.8,6.2,1.0,8.2,3.3,141.0,6.2,9.0,5.0,3.4,4.0,True,Yes,525.9
STU0477,24,Male,Nursing,3,3.06,7.7,85.3,6.4,3.0,8.5,3.9,216.0,7.5,6.0,4.0,7.3,5.0,False,No,847.4
STU0340,25,Female,Mechanical Engineering,3,3.34,9.0,74.7,5.2,2.0,7.5,3.0,115.0,7.6,4.0,10.0,4.2,4.0,True,No,1184.1
STU0177,23,Male,Nursing,2,3.22,6.5,100.0,6.8,6.0,6.1,4.1,362.0,8.5,13.0,5.0,1.0,2.0,False,Yes,814.6
STU0174,23,Female,Psychology,2,2.66,7.0,84.7,7.5,5.0,6.6,3.3,104.0,5.0,6.0,3.0,4.6,2.0,True,Yes,609.9
STU0482,24,Male,Business,3,3.27,8.0,87.3,6.8,0.0,10.6,3.5,317.0,4.8,6.0,1.0,7.7,1.0,False,No,1126.6
STU0248,21,Female,Business,3,3.16,6.5,100.0,6.9,1.0,6.8,2.9,286.0,4.9,8.0,6.0,6.4,5.0,False,Yes,1125.9
STU0019,24,Female,Nursing,3,3.12,6.7,70.1,5.8,0.0,7.1,2.6,271.0,7.9,11.0,13.0,4.5,3.0,True,No,1063.5
STU0229,22,Female,Nursing,1,3.23,4.4,76.1,6.8,3.0,7.6,2.1,157.0,7.3,12.0,6.0,2.7,5.0,False,No,834.2
STU0317,23,Non-binary,Psychology,1,3.41,8.7,74.0,7.1,2.0,7.8,4.1,253.0,4.7,4.0,8.0,6.7,2.0,False,No,732.4
STU0016,24,Male,Business,3,2.27,6.6,71.0,6.9,5.0,7.3,1.7,117.0,2.3,0.0,0.0,9.4,2.0,True,Yes,721.9
STU0434,19,Male,Business,1,3.41,10.2,92.5,7.9,6.0,5.6,1.7,85.0,6.4,8.0,8.0,3.3,3.0,False,No,915.6
STU0040,23,Female,Business,2,3.19,6.3,72.1,6.8,0.0,4.0,0.6,86.0,2.8,3.0,1.0,8.9,6.0,True,Yes,1228.2
STU0518,18,Male,Psychology,2,3.7,7.3,59.4,5.2,5.0,9.1,2.4,163.0,6.5,6.0,7.0,5.4,3.0,True,No,1096.3
STU0282,21,Female,Art & Design,2,2.85,5.2,97.9,8.2,4.0,10.1,4.0,208.0,6.0,7.0,6.0,3.2,3.0,True,Yes,523.8
STU0047,21,Male,Political Science,2,3.48,7.3,89.6,7.2,0.0,8.2,3.3,186.0,5.0,6.0,3.0,9.2,6.0,True,No,705.9
STU0094,21,Female,Business,1,2.91,8.2,67.6,9.1,3.0,11.7,3.8,254.0,7.8,6.0,9.0,4.4,6.0,True,No,357.2
STU0323,22,Male,Economics,4,2.7,7.6,94.8,9.1,0.0,8.6,2.9,223.0,4.3,6.0,4.0,6.9,5.0,False,Yes,1247.5
STU0376,18,Male,Computer Science,4,3.07,7.9,64.9,7.4,4.0,6.2,0.6,53.0,5.4,7.0,5.0,6.7,4.0,True,No,1013.5
STU0369,18,Female,Biology,1,3.3,5.1,88.8,5.9,5.0,9.0,3.2,253.0,4.8,4.0,2.0,5.6,6.0,False,No,1492.2
STU0425,21,Female,Computer Science,2,2.69,4.5,68.2,4.7,5.0,7.5,2.7,281.0,8.2,12.0,6.0,3.7,4.0,True,Yes,1370.3
STU0385,18,Female,Computer Science,1,2.73,6.9,77.0,7.1,6.0,8.1,3.2,189.0,6.0,6.0,6.0,2.7,0.0,False,No,703.4
STU0285,21,Male,Business,3,2.55,8.0,89.1,6.5,1.0,5.2,3.0,96.0,4.2,1.0,6.0,8.2,2.0,False,Yes,594.9
STU0348,25,Male,Nursing,3,2.7,4.7,88.7,7.0,3.0,7.0,3.0,233.0,4.0,2.0,2.0,7.0,5.0,False,No,949.3
STU0441,25,Male,Computer Science,1,3.11,6.3,86.1,5.7,5.0,9.5,2.8,186.0,7.1,8.0,5.0,4.2,4.0,True,Yes,662.0
STU0422,23,Male,Political Science,1,3.01,6.9,95.2,6.8,7.0,8.1,3.0,149.0,3.4,6.0,4.0,5.3,3.0,False,No,628.5
STU0150,18,Prefer not to say,Nursing,1,3.07,8.1,82.3,7.8,1.0,6.8,2.4,216.0,6.2,7.0,7.0,4.4,3.0,True,No,1147.7
STU0193,22,Female,Computer Science,3,3.06,8.1,94.7,6.8,5.0,6.1,3.6,191.0,5.2,7.0,2.0,6.6,5.0,True,No,747.7
STU0511,25,Male,Biology,1,3.28,7.4,85.4,4.0,0.0,5.3,1.7,214.0,6.1,5.0,7.0,4.0,1.0,False,Yes,1438.1
STU0366,22,Male,Business,4,3.05,5.3,70.2,6.7,6.0,8.5,4.1,144.0,4.4,6.0,0.0,4.6,4.0,True,Yes,1089.6
STU0061,25,Non-binary,Computer Science,3,3.14,3.7,55.1,7.5,7.0,9.6,4.5,214.0,3.2,3.0,4.0,10.0,2.0,True,No,423.9
STU0239,20,Male,Computer Science,4,3.12,7.1,81.1,6.8,1.0,8.3,5.1,96.0,7.6,11.0,11.0,3.6,3.0,False,Yes,814.6
STU0408,19,Prefer not to say,Communications,2,2.17,6.5,62.1,4.7,3.0,7.2,1.7,224.0,4.8,5.0,1.0,7.2,3.0,False,No,654.2
STU0070,21,Male,Communications,2,2.44,9.5,82.0,5.0,0.0,5.9,2.1,234.0,7.3,6.0,11.0,3.8,5.0,True,No,1118.9
STU0377,23,Female,Computer Science,3,3.47,9.7,72.1,7.6,1.0,10.9,2.2,221.0,8.1,11.0,5.0,2.6,1.0,True,No,517.7
STU0319,25,Female,Mechanical Engineering,4,3.51,7.0,74.5,7.7,5.0,7.1,2.5,213.0,5.6,6.0,5.0,6.5,1.0,False,Yes,658.0
STU0185,21,Male,Communications,3,2.81,5.9,78.0,6.8,4.0,7.6,2.9,279.0,3.3,2.0,5.0,5.1,1.0,True,No,1065.9
STU0466,25,Male,Psychology,1,3.71,6.9,100.0,6.4,5.0,8.2,2.6,189.0,5.4,6.0,9.0,7.0,4.0,False,No,877.4
STU0154,20,Female,Nursing,4,3.12,8.8,100.0,6.8,2.0,9.2,3.5,189.0,6.6,6.0,6.0,3.7,5.0,True,No,736.6
STU0447,20,Female,Biology,3,2.72,7.2,68.9,4.6,5.0,8.2,3.3,163.0,4.6,4.0,5.0,6.1,2.0,False,No,814.6
STU0226,20,Male,Business,1,2.87,6.2,97.1,6.8,3.0,5.8,3.2,261.0,3.6,6.0,2.0,7.9,6.0,False,No,1018.3
STU0125,24,Male,Communications,2,2.56,2.4,73.0,7.7,3.0,10.0,5.3,120.0,3.7,8.0,5.0,7.6,6.0,False,No,579.3
STU0374,20,Male,Psychology,1,2.92,6.5,77.7,6.6,3.0,8.0,3.2,256.0,3.2,3.0,6.0,7.8,2.0,True,Yes,1071.0
STU0375,25,Male,Political Science,3,3.16,6.0,65.7,6.5,1.0,7.6,2.9,166.0,6.4,10.0,8.0,3.8,5.0,False,Yes,716.4
STU0491,25,Male,Communications,3,3.49,7.7,88.2,6.5,3.0,9.0,3.3,143.0,6.1,8.0,8.0,2.9,0.0,True,No,814.6
STU0156,23,Male,Psychology,1,2.24,4.5,94.3,5.3,7.0,6.5,0.7,342.0,6.3,6.0,7.0,4.5,4.0,False,Yes,1242.6
STU0424,22,Female,Nursing,3,2.99,8.2,92.9,7.3,0.0,4.5,0.8,236.0,4.5,5.0,3.0,6.4,3.0,False,No,778.1
STU0355,25,Male,Communications,4,3.63,11.4,67.7,8.4,3.0,9.5,1.9,187.0,2.6,2.0,7.0,10.0,5.0,False,No,918.3
STU0290,21,Male,Business,1,2.95,7.3,81.2,6.7,0.0,5.0,2.7,224.0,6.1,6.0,7.0,2.6,0.0,False,Yes,814.6
STU0471,23,Male,Computer Science,3,2.79,5.3,94.1,3.6,6.0,6.8,1.5,408.0,10.0,15.0,8.0,1.0,6.0,True,No,1117.8
STU0463,23,Male,Business,1,3.05,7.3,56.7,5.5,3.0,8.1,1.5,119.0,7.3,6.0,6.0,2.0,4.0,False,Yes,1032.2
STU0409,25,Male,Computer Science,4,2.6,7.8,59.9,6.8,7.0,6.9,0.8,128.0,8.6,7.0,7.0,1.8,5.0,True,Yes,626.6
STU0421,25,Male,Political Science,1,2.17,5.3,88.5,6.8,3.0,9.3,3.7,258.0,6.2,2.0,6.0,1.0,4.0,False,No,643.7
STU0020,21,Female,Nursing,4,2.17,6.0,87.9,6.4,4.0,5.5,1.7,381.0,4.8,4.0,5.0,5.4,6.0,False,No,1709.0
STU0363,19,Prefer not to say,Economics,3,3.52,6.2,84.1,6.6,6.0,11.1,3.3,41.0,8.4,9.0,6.0,2.8,6.0,False,Yes,814.6
STU0057,22,Male,Nursing,2,3.13,7.9,73.9,4.7,4.0,5.2,0.5,48.0,4.5,3.0,10.0,5.9,5.0,False,No,751.4
STU0391,23,Male,Business,3,3.72,8.2,77.9,8.5,3.0,4.5,0.8,192.0,2.3,0.0,6.0,9.8,0.0,True,No,1027.6
STU0266,22,Male,Business,2,3.56,8.2,76.4,8.0,1.0,3.1,1.0,32.0,1.2,0.0,0.0,10.0,1.0,True,No,441.2
STU0362,21,Female,Economics,3,3.22,7.5,92.4,6.0,4.0,6.0,2.0,181.0,7.5,6.0,10.0,5.2,2.0,True,Yes,833.2
STU0512,23,Female,Art & Design,2,3.12,10.1,89.0,6.7,6.0,7.4,0.0,202.0,6.3,10.0,5.0,5.6,3.0,True,No,951.0
STU0365,18,Prefer not to say,Biology,4,3.73,8.7,86.6,6.8,4.0,6.1,2.6,143.0,5.0,4.0,5.0,5.9,6.0,True,Yes,465.2
STU0026,23,Male,Computer Science,4,3.08,7.0,80.0,6.7,0.0,6.3,2.1,163.0,9.2,10.0,5.0,1.3,6.0,True,Yes,966.9
STU0275,21,Male,Business,1,2.54,6.6,93.6,6.8,0.0,8.9,5.2,244.0,7.3,8.0,3.0,4.0,5.0,True,No,946.3
STU0043,23,Female,Business,2,3.57,9.0,83.5,6.5,5.0,8.3,3.4,209.0,6.0,6.0,3.0,2.8,2.0,False,Yes,1055.8
STU0333,20,Male,Art & Design,3,2.58,8.1,80.6,5.5,7.0,7.4,2.9,181.0,7.1,10.0,0.0,2.7,5.0,True,No,761.1
STU0305,22,Female,Communications,1,2.64,7.6,67.0,5.2,2.0,7.2,2.1,115.0,7.8,9.0,7.0,3.8,0.0,False,No,888.7
STU0294,20,Non-binary,Communications,2,3.37,7.8,66.5,8.3,6.0,10.6,2.4,175.0,4.9,9.0,4.0,6.8,6.0,False,Yes,381.5
STU0302,24,Male,Mechanical Engineering,1,3.08,8.7,74.0,6.5,4.0,7.2,1.6,102.0,6.4,6.0,4.0,3.6,2.0,False,No,889.2
STU0127,18,Female,Biology,1,3.64,7.4,97.2,5.1,1.0,7.9,2.9,189.0,9.5,10.0,5.0,1.7,2.0,False,No,967.7
STU0272,18,Female,Computer Science,3,3.43,7.8,68.1,4.8,3.0,8.1,2.9,72.0,5.3,8.0,3.0,2.4,3.0,False,Yes,993.7
STU0357,19,Female,Biology,1,4.0,5.7,90.3,6.7,3.0,7.5,3.0,134.0,5.2,6.0,7.0,6.9,1.0,False,No,1074.4
STU0032,19,Male,Computer Science,2,3.34,4.0,75.2,6.8,3.0,14.4,4.7,173.0,10.0,10.0,5.0,2.8,4.0,True,Yes,1009.8
STU0114,21,Male,Computer Science,4,3.12,1.9,65.8,6.2,6.0,5.1,1.7,228.0,5.1,3.0,8.0,6.0,0.0,True,No,1091.0
STU0496,21,Male,Business,2,3.31,9.5,75.9,6.8,6.0,7.9,4.2,1.0,6.6,4.0,3.0,6.8,2.0,True,No,1009.8
STU0372,23,Female,Mechanical Engineering,3,2.63,5.4,70.2,6.6,5.0,7.4,2.3,238.0,7.5,6.0,9.0,2.8,2.0,False,No,845.6
STU0483,20,Female,Business,1,3.22,6.4,81.3,7.0,7.0,8.0,2.8,0.0,3.2,1.0,6.0,10.0,6.0,False,No,927.9
STU0058,19,Female,Communications,2,2.54,5.8,69.1,5.8,0.0,5.5,0.4,189.0,4.1,4.0,4.0,9.2,3.0,True,No,936.0
STU0228,22,Male,Business,2,3.32,6.9,71.3,6.8,6.0,6.6,1.7,152.0,8.1,9.0,6.0,2.0,4.0,True,No,534.8
STU0025,24,Female,Computer Science,2,2.88,6.1,82.9,7.0,5.0,5.4,2.0,365.0,6.4,9.0,8.0,4.8,1.0,True,No,614.9
STU0018,19,Female,Psychology,1,3.24,9.2,93.6,6.8,0.0,6.9,1.6,81.0,6.3,5.0,5.0,5.3,2.0,False,Yes,803.4
STU0211,20,Male,Art & Design,1,2.96,8.0,82.2,6.0,1.0,6.1,2.3,135.0,6.7,10.0,10.0,3.0,5.0,False,No,808.8
STU0067,25,Female,Business,1,3.11,5.4,92.7,7.8,7.0,8.3,3.6,110.0,5.3,4.0,2.0,5.4,4.0,False,No,814.6
STU0223,23,Female,Computer Science,4,3.12,9.0,80.8,6.8,2.0,10.6,5.7,174.0,9.8,9.0,9.0,2.3,2.0,False,Yes,1155.0
STU0407,21,Female,Business,1,3.22,5.4,83.0,5.9,0.0,9.1,3.9,202.0,9.1,10.0,9.0,4.6,4.0,True,Yes,814.6
STU0438,25,Female,Political Science,1,3.75,10.6,65.1,7.3,5.0,10.0,4.4,250.0,9.1,10.0,10.0,1.0,1.0,True,Yes,1309.6
STU0178,19,Female,Biology,4,2.21,5.8,81.3,6.0,0.0,6.1,1.5,107.0,7.2,6.0,3.0,2.9,6.0,False,Yes,778.5
STU0095,25,Female,Nursing,4,3.22,7.0,88.5,7.8,3.0,10.3,3.8,275.0,6.2,7.0,8.0,6.8,4.0,False,No,688.2
STU0181,25,Female,Political Science,2,2.59,6.0,72.8,6.4,5.0,6.6,2.4,215.0,6.5,8.0,3.0,5.7,0.0,True,Yes,200.0
STU0401,25,Male,Nursing,4,3.12,8.4,87.6,6.3,0.0,7.0,3.6,189.0,5.0,6.0,2.0,7.5,1.0,True,No,560.0
